name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
united kingdom,5/23/2023,67.6,52.2,59.4,0,0,80.7,46.1,63.4,0.04,0,0,,,,25.5,11.4,207.6,1017.4,21.9,12.3,,,,,2023-05-23T04:58:27,2023-05-23T20:56:58,0.07,Partially cloudy,,partly-cloudy-day,
united kingdom,5/24/2023,67.9,52.8,60,0,0,81.2,47.4,65.3,0.06,0,0,,,,31.8,11.4,191.2,1016.8,21.8,10.8,,,,,2023-05-24T04:57:17,2023-05-24T20:58:19,0.11,Partially cloudy,,partly-cloudy-day,
united kingdom,5/25/2023,67.4,52.4,59.6,0,0,45,46.7,64.5,0.09,0,0,,,,35.8,12.1,197.7,1017.1,21.4,11.6,,,,,2023-05-25T04:56:08,2023-05-25T20:59:37,0.15,Partially cloudy,,partly-cloudy-day,
united kingdom,5/26/2023,66.8,53,59.8,0,0,80.7,48.5,68.5,0.18,0,0,,,,28.4,14.1,188.1,1015.1,24.3,11.3,,,,,2023-05-26T04:55:03,2023-05-26T21:00:54,0.2,Partially cloudy,,partly-cloudy-day,
united kingdom,5/27/2023,67.6,52.8,59.8,0,0,86.6,48.8,69.1,0.16,0,0,,,,29.8,12.8,188.9,1014.4,20.6,11.1,,,,,2023-05-27T04:54:00,2023-05-27T21:02:09,0.24,Partially cloudy,,partly-cloudy-day,
united kingdom,5/28/2023,66.6,53.1,59.6,0,0,41.4,49,70.2,0.22,0,0,,,,31.1,12.8,206.9,1014.1,21.9,10.6,,,,,2023-05-28T04:52:59,2023-05-28T21:03:23,0.29,Partially cloudy,,partly-cloudy-day,
united kingdom,5/29/2023,65.9,53.1,59.3,0,0,41.8,48.6,70,0.06,0,0,,,,26.6,12.5,195.4,1015.3,17.7,10.3,,,,,2023-05-29T04:52:01,2023-05-29T21:04:35,0.34,Clear,,clear-day,
united kingdom,5/30/2023,66.6,53.5,59.6,0,0,81.2,48.3,68.6,0.09,0,0,,,,30,12.1,209.5,1016.2,21.1,10.7,,,,,2023-05-30T04:51:06,2023-05-30T21:05:45,0.38,Partially cloudy,,partly-cloudy-day,
united kingdom,5/31/2023,67.7,53.3,60.3,0,0,83.7,48.3,66.3,0.05,0,0,,,,28.9,11.2,216.5,1019,17.4,11.4,,,,,2023-05-31T04:50:13,2023-05-31T21:06:53,0.42,Clear,,clear-day,
united kingdom,6/1/2023,67.9,54.2,60.9,0,0,43.8,49.9,69.4,0.06,0,0,,,,27.7,10.7,190.1,1019.8,23.6,10.7,,,,,2023-06-01T04:49:23,2023-06-01T21:07:59,0.46,Partially cloudy,,partly-cloudy-day,
united kingdom,6/2/2023,70.2,55.3,62.3,0,0,79.6,50.8,68.6,0.02,0,0,,,,34.9,12.1,179.4,1018.2,23.9,10.2,,,,,2023-06-02T04:48:36,2023-06-02T21:09:03,0.48,Partially cloudy,,partly-cloudy-day,
united kingdom,6/3/2023,68.3,53.7,60.9,0,0,80.3,48.8,67,0.07,0,0,,,,27.7,11.6,184.6,1017.9,21.7,11.4,,,,,2023-06-03T04:47:52,2023-06-03T21:10:05,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,6/4/2023,67.7,53,60.3,0,0,44.5,48.5,67.3,0.06,0,0,,,,26.8,11.9,185.2,1016.6,23.7,12.4,,,,,2023-06-04T04:47:11,2023-06-04T21:11:05,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,6/5/2023,67,53.3,59.8,0,0,80.3,49.2,69.4,0.06,0,0,,,,30.4,10.3,166.9,1014.7,23.6,11.6,,,,,2023-06-05T04:46:33,2023-06-05T21:12:03,0.52,Partially cloudy,,partly-cloudy-day,
united kingdom,6/6/2023,66.8,52.6,59.4,0,0,47,48.6,69.7,0.12,0,0,,,,34.9,13,179.3,1013.5,24.7,11.2,,,,,2023-06-06T04:45:57,2023-06-06T21:12:58,0.54,Partially cloudy,,partly-cloudy-day,
united kingdom,6/7/2023,68.4,53.7,60.7,0,0,82.7,49,67.7,0.08,0,0,,,,32.4,11.6,183.7,1014.9,21.4,12.6,,,,,2023-06-07T04:45:25,2023-06-07T21:13:51,0.57,Partially cloudy,,partly-cloudy-day,
united kingdom,6/8/2023,69.7,54.2,61.4,0,0,83.7,48.6,65,0.07,0,0,,,,30.9,13.4,179.1,1015.7,17.1,12.4,,,,,2023-06-08T04:44:55,2023-06-08T21:14:41,0.63,Clear,,clear-day,
united kingdom,6/9/2023,68.6,54.4,61.4,0,0,47.2,48.3,64.1,0.02,0,0,,,,31.5,11.2,174.2,1016.9,19.9,12.2,,,,,2023-06-09T04:44:28,2023-06-09T21:15:29,0.68,Clear,,clear-day,
united kingdom,6/10/2023,67.7,55.3,61.1,0,0,82.1,49.5,67.4,0.07,0,0,,,,28.9,11.4,173.1,1016.2,22.4,11.6,,,,,2023-06-10T04:44:05,2023-06-10T21:16:14,0.74,Partially cloudy,,partly-cloudy-day,
united kingdom,6/11/2023,68.1,54.8,61.1,0,0,83.6,49,66.7,0.09,0,0,,,,32,12.8,199.9,1016.3,20,12.2,,,,,2023-06-11T04:43:44,2023-06-11T21:16:57,0.79,Clear,,clear-day,
united kingdom,6/12/2023,68.1,55.5,61.4,0,0,87.5,49.7,67.7,0.09,0,0,,,,30,11,215.6,1016,21.5,11.6,,,,,2023-06-12T04:43:27,2023-06-12T21:17:37,0.85,Partially cloudy,,partly-cloudy-day,
united kingdom,6/13/2023,70.1,54.8,62.3,0,0,45,49.9,66.3,0.04,0,0,,,,30.6,10.5,226.6,1016,19.9,12.4,,,,,2023-06-13T04:43:13,2023-06-13T21:18:14,0.89,Clear,,clear-day,
united kingdom,6/14/2023,70.4,56.2,63.2,0,0,83.6,51,66.6,0.05,0,0,,,,29.5,11.6,189,1015.8,21.6,11.8,,,,,2023-06-14T04:43:01,2023-06-14T21:18:49,0.94,Partially cloudy,,partly-cloudy-day,
united kingdom,6/15/2023,69.3,56.4,62.7,0,0,69.3,50.1,65.3,0.07,0,0,,,,32.9,12.8,197.6,1015.4,18.7,12.3,,,,,2023-06-15T04:42:53,2023-06-15T21:19:20,0.97,Clear,,clear-day,
united kingdom,6/16/2023,69.7,55.8,62.7,0,0,80.7,50.8,67.2,0.07,0,0,,,,34.2,12.3,202.1,1016.4,20.4,10.6,,,,,2023-06-16T04:42:48,2023-06-16T21:19:49,0.99,Partially cloudy,,partly-cloudy-day,
united kingdom,6/17/2023,72.4,57.5,64.5,0,0,83,51.7,65.2,0.04,0,0,,,,30.6,11.6,201.6,1016.9,18.4,11.4,,,,,2023-06-17T04:42:46,2023-06-17T21:20:15,1,Clear,,clear-day,
united kingdom,6/18/2023,71.1,57.3,64.1,0,0,86.3,51.3,65.6,0.07,0,0,,,,29.5,12.1,211.8,1017.3,18.5,12.4,,,,,2023-06-18T04:42:47,2023-06-18T21:20:38,0,Clear,,clear-day,
united kingdom,6/19/2023,72.6,57.8,64.8,0,0,89.7,51.2,63.3,0.01,0,0,,,,21.9,13,224.5,1017.1,19.7,13.3,,,,,2023-06-19T04:42:51,2023-06-19T21:20:58,0.01,Clear,,clear-day,
united kingdom,6/20/2023,71,57.5,63.8,0,0,83.2,51.3,65.9,0.06,0,0,,,,30,12.5,226.8,1016.2,20.9,11.7,,,,,2023-06-20T04:42:58,2023-06-20T21:21:15,0.03,Partially cloudy,,partly-cloudy-day,
united kingdom,6/21/2023,70.8,56.4,63.6,0,0,92,49.9,63.2,0.02,0,0,,,,27.7,12.3,232.2,1015.8,20.6,13.4,,,,,2023-06-21T04:43:08,2023-06-21T21:21:29,0.05,Partially cloudy,,partly-cloudy-day,
united kingdom,6/22/2023,70.6,56,63.4,0,0,81.6,50.8,65.6,0.06,0,0,,,,34.2,12.8,211.9,1015.6,24.7,13.8,,,,,2023-06-22T04:43:21,2023-06-22T21:21:40,0.08,Partially cloudy,,partly-cloudy-day,
united kingdom,6/23/2023,71.5,56.7,64.1,0,0,85.9,50.4,63.6,0.14,0,0,,,,32.2,12.3,219.2,1016.8,23.3,12.7,,,,,2023-06-23T04:43:38,2023-06-23T21:21:47,0.12,Partially cloudy,,partly-cloudy-day,
united kingdom,6/24/2023,72.1,56.7,64.3,0,0,81.4,50.1,62.5,0.07,0,0,,,,27.1,12.1,202.1,1018,15.1,12.9,,,,,2023-06-24T04:43:57,2023-06-24T21:21:52,0.16,Clear,,clear-day,
united kingdom,6/25/2023,72.1,56.9,64.5,0,0,82.5,51.2,64.3,0.06,0,0,,,,31.1,12.1,189.1,1018.5,17.8,12.8,,,,,2023-06-25T04:44:19,2023-06-25T21:21:54,0.21,Clear,,clear-day,
united kingdom,6/26/2023,73.1,56.9,64.5,0,0,83.9,51.7,64.7,0.02,0,0,,,,,12.1,163.1,1018.6,20.2,10.8,,,,,2023-06-26T04:44:43,2023-06-26T21:21:52,0.26,Partially cloudy,,partly-cloudy-day,
united kingdom,6/27/2023,72.9,58.2,65,0,0,85.4,52.6,66.3,0.06,0,0,,,,25.3,11.9,200.9,1016.8,22.2,11.2,,,,,2023-06-27T04:45:11,2023-06-27T21:21:47,0.31,Partially cloudy,,partly-cloudy-day,
united kingdom,6/28/2023,71.3,57.3,64.1,0,0,82.3,51.9,66.6,0.11,0,0,,,,,12.1,209.6,1016,18.2,12.3,,,,,2023-06-28T04:45:42,2023-06-28T21:21:40,0.36,Clear,,clear-day,
united kingdom,6/29/2023,72.9,57.1,65,0,0,84.1,52.2,65.4,0.05,0,0,,,,25.9,12.5,209.9,1015.3,24.5,11.1,,,,,2023-06-29T04:46:15,2023-06-29T21:21:29,0.4,Partially cloudy,,partly-cloudy-day,
united kingdom,6/30/2023,72.8,57.8,65.2,0,0,82.1,52.4,65.9,0.06,0,0,,,,30,12.1,209.6,1015.4,28.8,11.2,,,,,2023-06-30T04:46:51,2023-06-30T21:21:15,0.44,Partially cloudy,,partly-cloudy-day,
united kingdom,7/1/2023,73.5,58.2,65.7,0,0,84.6,52.2,64.1,0.06,0,0,,,,30.6,12.1,210.5,1014.2,27.2,11.6,,,,,2023-07-01T04:47:29,2023-07-01T21:20:58,0.47,Partially cloudy,,partly-cloudy-day,
united kingdom,7/2/2023,73.3,59.1,65.9,0,0,83.4,53,65.3,0.06,0,0,,,,30,11.6,201.9,1014.5,27.3,11.2,,,,,2023-07-02T04:48:11,2023-07-02T21:20:37,0.49,Partially cloudy,,partly-cloudy-day,
united kingdom,7/3/2023,73.1,59.1,65.7,0,0,82.5,52.6,64.9,0.09,0,0,,,,,11.9,208.3,1013.9,24.9,11.5,,,,,2023-07-03T04:48:55,2023-07-03T21:20:14,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,7/4/2023,73.5,58.2,66.1,0,0,82.3,52.6,64.2,0.04,0,0,,,,27.7,10.7,201.3,1014.1,23.8,11.7,,,,,2023-07-04T04:49:41,2023-07-04T21:19:48,0.51,Partially cloudy,,partly-cloudy-day,
united kingdom,7/5/2023,73.3,59.4,65.9,0,0,82.5,53.5,66.5,0.07,0,0,,,,23,10.7,216.2,1013.8,26,11.2,,,,,2023-07-05T04:50:30,2023-07-05T21:19:18,0.53,Partially cloudy,,partly-cloudy-day,
united kingdom,7/6/2023,73.8,59.4,65.9,0,0,83.4,52.8,64.7,0.06,0,0,,,,31.8,12.8,208.2,1014.2,25.4,11.9,,,,,2023-07-06T04:51:21,2023-07-06T21:18:46,0.56,Partially cloudy,,partly-cloudy-day,
united kingdom,7/7/2023,71.7,58.9,64.8,0,0,82.8,53.7,69.2,0.09,0,0,,,,27.5,12.8,215.9,1014.5,25.8,11.6,,,,,2023-07-07T04:52:14,2023-07-07T21:18:10,0.61,Partially cloudy,,partly-cloudy-day,
united kingdom,7/8/2023,71.3,59.3,64.8,0,0,84.5,53.3,68.4,0.1,0,0,,,,30,12.3,218.4,1015.6,29.3,11.6,,,,,2023-07-08T04:53:10,2023-07-08T21:17:32,0.67,Partially cloudy,,partly-cloudy-day,
united kingdom,7/9/2023,72.9,58.2,65,0,0,82.5,52.6,66.6,0.08,0,0,,,,24.2,12.1,210.4,1016,28.3,12.5,,,,,2023-07-09T04:54:08,2023-07-09T21:16:51,0.72,Partially cloudy,,partly-cloudy-day,
united kingdom,7/10/2023,72.6,58.2,65,0,0,83.6,52.8,66.5,0.07,0,0,,,,26.6,12.1,209,1015.1,22.2,12.4,,,,,2023-07-10T04:55:08,2023-07-10T21:16:07,0.78,Partially cloudy,,partly-cloudy-day,
united kingdom,7/11/2023,71.5,58.4,64.3,0,0,71.5,52.1,66.3,0.06,0,0,,,,31.1,12.5,222.8,1015.5,20.2,12.9,,,,,2023-07-11T04:56:10,2023-07-11T21:15:19,0.83,Partially cloudy,,partly-cloudy-day,
united kingdom,7/12/2023,71.9,57.6,64.1,0,0,80.9,52.1,67.4,0.13,0,0,,,,24.2,11.6,195.1,1016.4,18.5,12.2,,,,,2023-07-12T04:57:14,2023-07-12T21:14:30,0.88,Clear,,clear-day,
united kingdom,7/13/2023,72.9,58.6,65.2,0,0,83.2,52.8,66.3,0.09,0,0,,,,0,11.6,213.1,1015.8,17.2,11.9,,,,,2023-07-13T04:58:19,2023-07-13T21:13:37,0.92,Clear,,clear-day,
united kingdom,7/14/2023,73.1,58.9,65.7,0,0,82.7,52.2,64.3,0.06,0,0,,,0,24.2,12.5,213.3,1016.3,17.2,13.2,,,,,2023-07-14T04:59:27,2023-07-14T21:12:41,0.95,Clear,,clear-day,
united kingdom,7/15/2023,74.4,59.4,66.6,0,0,82.7,52.4,63.3,0.04,0,0,,,,35.8,12.1,217.9,1017.4,17.5,12.9,,,,,2023-07-15T05:00:37,2023-07-15T21:11:43,0.98,Clear,,clear-day,
united kingdom,7/16/2023,74.6,59.8,67.4,0,0,82.1,54.1,64.8,0.05,0,0,,,,26.8,12.5,211.6,1016.9,22.2,12.6,,,,,2023-07-16T05:01:48,2023-07-16T21:10:43,1,Partially cloudy,,partly-cloudy-day,
united kingdom,7/17/2023,75.1,59.8,67.4,0,0,84.5,53.5,63.8,0.08,0,0,,,,25.7,13,209.5,1015.3,22.9,11.6,,,,,2023-07-17T05:03:01,2023-07-17T21:09:39,1,Partially cloudy,,partly-cloudy-day,
united kingdom,7/18/2023,75.8,60.3,67.6,0,0,84.3,53.5,63.7,0.07,0,0,,,,29.8,11.9,202,1014.6,20.4,12.5,,,,,2023-07-18T05:04:15,2023-07-18T21:08:33,0,Partially cloudy,,partly-cloudy-day,
united kingdom,7/19/2023,76,60.2,67.7,0,0,84.6,53.3,62.5,0.05,0,0,,,,29.3,12.5,202.1,1013.8,20.1,13,,,,,2023-07-19T05:05:31,2023-07-19T21:07:25,0.01,Partially cloudy,,partly-cloudy-day,
united kingdom,7/20/2023,74,61.1,67,0,0,84.5,53.5,64.3,0.16,0,0,,,,30,12.3,219.2,1013.6,22.2,12.9,,,,,2023-07-20T05:06:48,2023-07-20T21:06:14,0.03,Partially cloudy,,partly-cloudy-day,
united kingdom,7/21/2023,73.8,59.1,66.1,0,0,84.8,53.3,65.2,0.1,0,0,,,,28.9,11,217.2,1015.7,19.7,12.8,,,,,2023-07-21T05:08:07,2023-07-21T21:05:00,0.06,Clear,,clear-day,
united kingdom,7/22/2023,74,59.3,66.3,0,0,84.1,54.8,67.9,0.06,0,0,,,,14.5,9.8,215.4,1016.9,25.3,11.5,,,,,2023-07-22T05:09:27,2023-07-22T21:03:44,0.1,Partially cloudy,,partly-cloudy-day,
united kingdom,7/23/2023,75.8,59.6,67.4,0,0,84.5,54.9,66.6,0.04,0,0,,,,24.2,11.2,199.7,1015.9,19.8,11.7,,,,,2023-07-23T05:10:48,2023-07-23T21:02:26,0.14,Clear,,clear-day,
united kingdom,7/24/2023,75.6,59.8,67.6,0,0,83.7,54.1,64.5,0.08,0,0,,,,26.6,12.1,217.6,1015,23.2,12.2,,,,,2023-07-24T05:12:10,2023-07-24T21:01:06,0.18,Partially cloudy,,partly-cloudy-day,
united kingdom,7/25/2023,76.7,60.3,68.1,0,0,85.9,54.9,65.1,0.05,0,0,,,,30.4,11.4,205.2,1014.3,22.3,12,,,,,2023-07-25T05:13:34,2023-07-25T20:59:43,0.23,Partially cloudy,,partly-cloudy-day,
united kingdom,7/26/2023,75.6,61.2,68.1,0,0,85.2,55.3,66,0.05,0,0,,,,25.7,10.5,195.9,1014,18.8,11.9,,,,,2023-07-26T05:14:58,2023-07-26T20:58:19,0.28,Clear,,clear-day,
united kingdom,7/27/2023,75.3,61.4,67.7,0,0,85.2,55.7,67.4,0.1,0,0,,,,31.1,10.1,220.6,1013.2,20,11.2,,,,,2023-07-27T05:16:24,2023-07-27T20:56:52,0.33,Clear,,clear-day,
united kingdom,7/28/2023,75.5,61.1,67.6,0,0,84.3,54.1,63.9,0.12,0,0,,,,34.2,12.5,211.4,1013.8,20.8,11.6,,,,,2023-07-28T05:17:50,2023-07-28T20:55:23,0.38,Partially cloudy,,partly-cloudy-day,
united kingdom,7/29/2023,74.4,60.2,66.8,0,0,84.6,54.4,66.8,0.12,0,0,,,,28.9,13,213.7,1014,19.8,11.4,,,,,2023-07-29T05:19:17,2023-07-29T20:53:52,0.43,Clear,,clear-day,
united kingdom,7/30/2023,73.8,60.2,66.6,0,0,86.1,53.5,64.7,0.08,0,0,,,0,27.7,11.6,236.1,1015,21,12,,,,,2023-07-30T05:20:45,2023-07-30T20:52:19,0.46,Partially cloudy,,partly-cloudy-day,
united kingdom,7/31/2023,75.1,60.2,67.2,0,0,82.5,53.9,64.5,0.05,0,0,,,,26.4,10.7,217.2,1015.5,20.5,11.6,,,,,2023-07-31T05:22:14,2023-07-31T20:50:44,0.49,Partially cloudy,,partly-cloudy-day,
united kingdom,8/1/2023,75.3,59.6,67.2,0,0,86.4,53.9,64.5,0.02,0,0,,,,28.9,11.2,197.1,1014.5,20,11.6,,,,,2023-08-01T05:23:43,2023-08-01T20:49:07,0.5,Clear,,clear-day,
united kingdom,8/2/2023,75.1,60.2,67.2,0,0,84.3,54.9,67.1,0.07,0,0,,,,23.7,11.4,206.1,1013.6,18.8,10.8,,,,,2023-08-02T05:25:14,2023-08-02T20:47:28,0.51,Clear,,clear-day,
united kingdom,8/3/2023,74.9,60.5,67.2,0,0,85.2,54.9,67,0.03,0,0,,,,32,11.9,214.3,1013.8,21.9,10.9,,,,,2023-08-03T05:26:44,2023-08-03T20:45:48,0.53,Partially cloudy,,partly-cloudy-day,
united kingdom,8/4/2023,74.6,60.2,66.6,0,0,82.5,54.8,67.8,0.11,0,0,,,,25.9,12.5,211.2,1015.1,18.5,11.7,,,,,2023-08-04T05:28:16,2023-08-04T20:44:06,0.55,Clear,,clear-day,
united kingdom,8/5/2023,75.8,60,67.4,0,0,82.7,54.9,66.9,0.09,0,0,,,,34.7,10.3,202.5,1015.4,18.8,10.9,,,,,2023-08-05T05:29:47,2023-08-05T20:42:22,0.6,Clear,,clear-day,
united kingdom,8/6/2023,76.9,60.5,68.3,0,0,84.1,55.5,66.1,0.06,0,0,,,0,31.1,11.6,233,1014.9,17.9,11.8,,,,,2023-08-06T05:31:20,2023-08-06T20:40:37,0.65,Clear,,clear-day,
united kingdom,8/7/2023,74.7,60.2,67,0,0,83.9,55.7,69.4,0.18,0,0,,,,32.2,11.4,219.7,1014.4,17.8,11.4,,,,,2023-08-07T05:32:52,2023-08-07T20:38:50,0.7,Clear,,clear-day,
united kingdom,8/8/2023,73.8,59.4,66.3,0,0,87.2,54.4,68,0.08,0,0,,,,30.6,10.3,207.7,1014.5,17.6,10.4,,,,,2023-08-08T05:34:25,2023-08-08T20:37:01,0.76,Clear,,clear-day,
united kingdom,8/9/2023,73.3,59.3,65.9,0,0,90.4,54.2,68.5,0.2,0,0,,,,32.2,10.5,226.2,1014.6,19.3,10.5,,,,,2023-08-09T05:35:59,2023-08-09T20:35:11,0.81,Clear,,clear-day,
united kingdom,8/10/2023,72.9,58.6,65.4,0,0,97.6,53.9,68.8,0.14,0,0,,,,37.8,12.1,230.9,1015,18,12,,,,,2023-08-10T05:37:33,2023-08-10T20:33:19,0.86,Clear,,clear-day,
united kingdom,8/11/2023,73.5,58.4,65.6,0,0,97.4,53.5,67,0.02,0,0,,,,28,11.6,221,1015.4,19.6,12.6,,,,,2023-08-11T05:39:07,2023-08-11T20:31:27,0.9,Clear,,clear-day,
united kingdom,8/12/2023,72.1,59.6,65.4,0,0,84.3,54.6,69.7,0.06,0,0,,,,29.3,11.9,226.7,1013.6,21.9,12,,,,,2023-08-12T05:40:41,2023-08-12T20:29:32,0.94,Partially cloudy,,partly-cloudy-day,
united kingdom,8/13/2023,72.2,58.7,65,0,0,82.1,54.4,70.4,0.13,0,0,,,,,12.3,242.3,1013.6,21.3,11.5,,,,,2023-08-13T05:42:15,2023-08-13T20:27:37,0.97,Partially cloudy,,partly-cloudy-day,
united kingdom,8/14/2023,72.2,59.4,65.2,0,0,81.4,55.1,71.6,0.07,0,0,,,,26.2,10.7,217.1,1013.8,16,11.7,,,,,2023-08-14T05:43:50,2023-08-14T20:25:40,0.99,Clear,,clear-day,
united kingdom,8/15/2023,74,59.3,66.1,0,0,85.6,54.1,67.3,0.03,0,0,,,,30,12.5,223.9,1014.3,16.7,12.7,,,,,2023-08-15T05:45:25,2023-08-15T20:23:42,1,Clear,,clear-day,
united kingdom,8/16/2023,71.9,58.4,64.5,0,0,82.5,53.5,69.1,0.1,0,0,,,,28.4,11.9,205,1014.2,19.9,12.4,,,,,2023-08-16T05:47:00,2023-08-16T20:21:42,0,Clear,,clear-day,
united kingdom,8/17/2023,73.1,58.7,65.4,0,0,82.8,53.5,67.8,0.02,0,0,,,,30,12.1,199,1011.9,19.4,12.7,,,,,2023-08-17T05:48:35,2023-08-17T20:19:42,0.01,Clear,,clear-day,
united kingdom,8/18/2023,72.6,60,65.4,0,0,85.7,54.9,70.4,0.13,0,0,,,,31.1,11.9,206.8,1009.8,22.5,11.8,,,,,2023-08-18T05:50:11,2023-08-18T20:17:40,0.02,Partially cloudy,,partly-cloudy-day,
united kingdom,8/19/2023,71.9,58.7,64.7,0,0,84.1,54.2,70.9,0.18,0,0,,,,32.2,12.5,239.1,1012,22.9,12.5,,,,,2023-08-19T05:51:46,2023-08-19T20:15:38,0.04,Partially cloudy,,partly-cloudy-day,
united kingdom,8/20/2023,70.4,58,63.9,0,0,70.4,53.3,70.3,0.03,0,0,,,,25.5,11.4,233.4,1016.1,16.9,12.6,,,,,2023-08-20T05:53:22,2023-08-20T20:13:34,0.07,Clear,,clear-day,
united kingdom,8/21/2023,71.5,58,64.5,0,0,71.5,53.1,68.8,0.06,0,0,,,,26.2,11,229.2,1018.3,13.5,12.7,,,,,2023-08-21T05:54:57,2023-08-21T20:11:30,0.11,Clear,,clear-day,
united kingdom,8/22/2023,72.2,58.7,65.2,0,0,85.7,54.6,70.4,0.03,0,0,,,,,11.2,202.4,1018.2,22.1,12.8,,,,,2023-08-22T05:56:33,2023-08-22T20:09:24,0.15,Partially cloudy,,partly-cloudy-day,
united kingdom,8/23/2023,72.4,58.7,65.4,0,0,82.8,54.6,70.4,0.15,0,0,,,,24.8,11.9,190.5,1015.4,22.7,11.4,,,,,2023-08-23T05:58:08,2023-08-23T20:07:18,0.2,Partially cloudy,,partly-cloudy-day,
united kingdom,8/24/2023,71.7,58.4,64.7,0,0,85.9,54.8,72.5,0.13,0,0,,,,33.6,11.9,198.5,1013.6,18,10.3,,,,,2023-08-24T05:59:44,2023-08-24T20:05:10,0.26,Clear,,clear-day,
united kingdom,8/25/2023,72.6,57.3,64.5,0,0,87.2,55.1,73.7,0.18,0,0,,,,27.7,11.6,184.6,1013.3,19.7,9.8,,,,,2023-08-25T06:01:20,2023-08-25T20:03:02,0.31,Clear,,clear-day,
united kingdom,8/26/2023,71.1,59.3,64.8,0,0,83.9,55.8,75,0.16,0,0,,,,30.2,12.1,196.1,1013.8,26.2,10.8,,,,,2023-08-26T06:02:55,2023-08-26T20:00:53,0.36,Partially cloudy,,partly-cloudy-day,
united kingdom,8/27/2023,71,58,64.1,0,0,89,53.7,70.5,0.04,0,0,,,,17.2,11.2,204.8,1015.5,23.9,11.7,,,,,2023-08-27T06:04:31,2023-08-27T19:58:43,0.41,Partially cloudy,,partly-cloudy-day,
united kingdom,8/28/2023,71.3,58,64.1,0,0,82.5,52.8,68.2,0.04,0,0,,,,27.1,10.7,214.2,1016.5,18.9,11.6,,,,,2023-08-28T06:06:07,2023-08-28T19:56:33,0.45,Clear,,clear-day,
united kingdom,8/29/2023,70.4,57.3,63.4,0,0,70.4,52.2,68.2,0.04,0,0,,,,28.2,11.4,233.2,1017,20.5,11.7,,,,,2023-08-29T06:07:42,2023-08-29T19:54:22,0.48,Partially cloudy,,partly-cloudy-day,
united kingdom,8/30/2023,69.9,56.7,63.1,0,0,81.6,51.5,67.9,0.02,0,0,,,,34.7,11.2,221.3,1018.3,18.8,12.6,,,,,2023-08-30T06:09:18,2023-08-30T19:52:10,0.5,Clear,,clear-day,
united kingdom,8/31/2023,70.6,56.4,63.1,0,0,88.8,51.3,68.4,0.06,0,0,,,,26.6,10.1,228.6,1018.2,18.7,12.1,,,,,2023-08-31T06:10:54,2023-08-31T19:49:57,0.5,Clear,,clear-day,
united kingdom,9/1/2023,70.1,55.3,62.7,0,0,70.1,50.6,67,0.02,0,0,,,,32.2,10.7,215.3,1018.8,15.8,12.4,,,,,2023-09-01T06:12:29,2023-09-01T19:47:44,0.52,Clear,,clear-day,
united kingdom,9/2/2023,71,55.8,63.2,0,0,81.4,52.4,70.2,0.03,0,0,,,,24.2,10.7,201,1018.5,21.4,10.9,,,,,2023-09-02T06:14:05,2023-09-02T19:45:31,0.54,Partially cloudy,,partly-cloudy-day,
united kingdom,9/3/2023,71.3,57.3,63.8,0,0,71.3,52.4,68.7,0.03,0,0,,,,30,13,196.6,1017.6,21.1,10.9,,,,,2023-09-03T06:15:40,2023-09-03T19:43:17,0.59,Partially cloudy,,partly-cloudy-day,
united kingdom,9/4/2023,71.3,56.9,63.6,0,0,81.8,52.6,69.5,0.04,0,0,,,,27.7,12.3,196.1,1017.8,13.7,10.4,,,,,2023-09-04T06:17:16,2023-09-04T19:41:02,0.63,Clear,,clear-day,
united kingdom,9/5/2023,71.3,57.8,64.1,0,0,82.8,53.7,70.7,0.05,0,0,,,,25.3,11.2,209.7,1018,16.2,8.9,,,,,2023-09-05T06:18:51,2023-09-05T19:38:47,0.68,Clear,,clear-day,
united kingdom,9/6/2023,69.9,58.2,63.6,0,0,81.1,53.7,71.9,0.05,0,0,,,,33.6,12.1,230.3,1016.3,20.5,9.8,,,,,2023-09-06T06:20:27,2023-09-06T19:36:31,0.73,Partially cloudy,,partly-cloudy-day,
united kingdom,9/7/2023,69.5,56.6,62.7,0,0,82.5,51.9,69.7,0.04,0,0,,,,28.2,11.4,219.5,1016.7,23.2,12.4,,,,,2023-09-07T06:22:02,2023-09-07T19:34:15,0.78,Partially cloudy,,partly-cloudy-day,
united kingdom,9/8/2023,69.7,55.5,62.1,0,0,81.1,51.7,70.6,0.03,0,0,,,,30,11.2,202.8,1016.6,19.4,12,,,,,2023-09-08T06:23:38,2023-09-08T19:31:59,0.83,Clear,,clear-day,
united kingdom,9/9/2023,69,56.4,62.1,0,0,80.9,52.6,72.5,0.06,0,0,,,,24.2,11.4,192.2,1016.4,21.7,10.8,,,,,2023-09-09T06:25:13,2023-09-09T19:29:42,0.88,Partially cloudy,,partly-cloudy-day,
